held_out,model,mae_fraction,model_lap_s,dp_lap_s,uniform_lap_s,model_gain_s,dp_gain_s,gain_retained_pct,periodic,soc_end_mj,clip_pct,notes
shanghai,always-deploy,0.884862385321101,101.87371233735799,97.20952265661532,99.77358843131496,-2.1001239060430237,2.5640657746996425,-81.90600751219164,False,0.000712082454936179,94.22018348623853,"not periodic: ended 1.999 MJ short, so this lap is not repeatable and its time flatters the policy"
silverstone,gbm,0.1343481989708405,86.4411422939408,86.45229648318556,89.11246658609777,2.6713242921569673,2.660170102912204,100.41930360891405,False,1.0852318341041418,1.2006861063464835,"not periodic: ended 0.915 MJ short, so this lap is not repeatable and its time flatters the policy"
silverstone,gbm_reg,0.2117696722623325,87.23652065443218,86.45229648318556,89.11246658609777,1.8759459316655835,2.660170102912204,70.51977351417881,False,1.0299221442181434,2.8301886792452833,"not periodic: ended 0.970 MJ short, so this lap is not repeatable and its time flatters the policy"
silverstone,linear,0.3816029150758668,90.31124562969282,86.45229648318556,89.11246658609777,-1.198779043595053,2.660170102912204,-45.063999564640525,False,1.0328090312363345,10.291595197255575,"not periodic: ended 0.967 MJ short, so this lap is not repeatable and its time flatters the policy"
silverstone,always-deploy,0.9462264150943396,90.02876911132346,86.45229648318556,89.11246658609777,-0.9163025252256887,2.660170102912204,-34.44526063286601,False,0.00019053851999019524,93.82504288164665,"not periodic: ended 2.000 MJ short, so this lap is not repeatable and its time flatters the policy"
spa-francorchamps,gbm,0.13323741007194245,104.65394586765171,104.93760784847682,107.70992099306844,3.0559751254167224,2.772313144591621,110.23196031727096,False,0.657513898579549,0.0,"not periodic: ended 1.342 MJ short, so this lap is not repeatable and its time flatters the policy"
spa-francorchamps,gbm_reg,0.20986182530471545,105.53740108082685,104.93760784847682,107.70992099306844,2.172519912241583,2.772313144591621,78.36488156036243,False,0.7056475473810809,3.237410071942446,"not periodic: ended 1.294 MJ short, so this lap is not repeatable and its time flatters the policy"
spa-francorchamps,linear,0.3064007603637124,108.99741055223636,104.93760784847682,107.70992099306844,-1.2874895591679234,2.772313144591621,-46.44098599321754,False,0.6960983002271652,21.72661870503597,"not periodic: ended 1.304 MJ short, so this lap is not repeatable and its time flatters the policy"
spa-francorchamps,always-deploy,0.9372302158273381,109.03943012157626,104.93760784847682,107.70992099306844,-1.3295091285078229,2.772313144591621,-47.9566722504455,False,0.0009035507668296364,94.60431654676259,"not periodic: ended 1.999 MJ short, so this lap is not repeatable and its time flatters the policy"
spielberg,gbm,0.12403958090803259,66.17953176083749,66.39898542449289,68.74076645507797,2.5612346942404827,2.341781030585082,109.37122902565194,False,1.3184459825158483,0.0,"not periodic: ended 0.682 MJ short, so this lap is not repeatable and its time flatters the policy"
spielberg,gbm_reg,0.18262300690416325,66.47044748358121,66.39898542449289,68.74076645507797,2.2703189714967635,2.341781030585082,96.94838850622749,False,0.8446934337637048,0.46565774155995343,"not periodic: ended 1.155 MJ short, so this lap is not repeatable and its time flatters the policy"
spielberg,linear,0.31671715972040715,68.3662500636446,66.39898542449289,68.74076645507797,0.37451639143337445,2.341781030585082,15.992801484936592,False,0.8930094922871554,19.32479627473807,"not periodic: ended 1.107 MJ short, so this lap is not repeatable and its time flatters the policy"
spielberg,always-deploy,0.9832945285215366,69.88688713496303,66.39898542449289,68.74076645507797,-1.1461206798850583,2.341781030585082,-48.9422650929368,False,9.094947017729282e-19,91.85098952270081,"not periodic: ended 2.000 MJ short, so this lap is not repeatable and its time flatters the policy"
suzuka,gbm,0.10004329004329005,92.2131935566487,91.92711875718564,94.60350859423858,2.390315037589872,2.6763898370529375,89.3111685187808,True,2.078972762691033,0.0,
suzuka,gbm_reg,0.1679408121366016,92.59145328361438,91.92711875718564,94.60350859423858,2.0120553106241914,2.6763898370529375,75.1779611015013,False,1.3119816484459965,0.7792207792207793,"not periodic: ended 0.688 MJ short, so this lap is not repeatable and its time flatters the policy"
suzuka,linear,0.3192810656069845,95.09052037350799,91.92711875718564,94.60350859423858,-0.48701177926940886,2.6763898370529375,-18.19659350543917,False,0.8250163965027362,8.658008658008658,"not periodic: ended 1.175 MJ short, so this lap is not repeatable and its time flatters the policy"
suzuka,always-deploy,0.9525108225108225,96.33626729697092,91.92711875718564,94.60350859423858,-1.7327587027323403,2.6763898370529375,-64.74238837494387,False,8.842537934097097e-06,94.45887445887445,"not periodic: ended 2.000 MJ short, so this lap is not repeatable and its time flatters the policy"
yas-marina,gbm,0.11700095510983763,87.81158862281016,87.59946587261213,90.17212765262288,2.3605390298127134,2.5726617800107476,91.7547362095476,True,2.4490080919475457,0.0,
yas-marina,gbm_reg,0.1707503633263778,88.28082893468135,87.59946587261213,90.17212765262288,1.891298717941524,2.5726617800107476,73.51524917253688,False,1.9874634634928225,0.0,"not periodic: ended 0.013 MJ short, so this lap is not repeatable and its time flatters the policy"
yas-marina,linear,0.32591520615220226,90.93716224460893,87.59946587261213,90.17212765262288,-0.7650345919860513,2.5726617800107476,-29.737083900039718,False,1.169980157457797,9.073543457497612,"not periodic: ended 0.830 MJ short, so this lap is not repeatable and its time flatters the policy"
yas-marina,always-deploy,0.9391595033428844,92.02161177681613,87.59946587261213,90.17212765262288,-1.8494841241932534,2.5726617800107476,-71.88990556642571,False,1.8381144432501656e-05,95.41547277936962,"not periodic: ended 2.000 MJ short, so this lap is not repeatable and its time flatters the policy"
zandvoort,gbm,0.1318127962085308,75.86597779558073,75.28598769119995,77.25265152045272,1.386673724871983,1.9666638292527665,70.50893519503276,True,3.6076119052788145,0.0,
zandvoort,gbm_reg,0.20018678868029205,76.01697376977442,75.28598769119995,77.25265152045272,1.2356777506782919,1.9666638292527665,62.831162718225585,True,2.4921117290023505,0.0,
zandvoort,linear,0.32862022678440767,78.13201150218273,75.28598769119995,77.25265152045272,-0.8793599817300191,1.9666638292527665,-44.71328392021791,False,1.8948256887030694,0.0,"not periodic: ended 0.105 MJ short, so this lap is not repeatable and its time flatters the policy"
zandvoort,always-deploy,0.9507109004739337,78.94433535670818,75.28598769119995,77.25265152045272,-1.6916838362554643,1.9666638292527665,-86.01794628511672,False,0.00044274646476066327,94.7867298578199,"not periodic: ended 2.000 MJ short, so this lap is not repeatable and its time flatters the policy"
